x,y,v
hospital_id,hospital_death,0.0
hospital_id,age,0.015572446538879348
hospital_id,bmi,0.0
hospital_id,elective_surgery,0.0
hospital_id,ethnicity,0.05429333431800276
hospital_id,gender,0.032980416148443714
hospital_id,height,0.08657555632864744
hospital_id,hospital_admit_source,0.005936335818474969
hospital_id,icu_admit_source,0.0
hospital_id,icu_id,1.0394041874855797
hospital_id,icu_stay_type,0.027096395919753435
hospital_id,icu_type,0.15862420411521905
hospital_id,pre_icu_los_days,0.026618561594374146
hospital_id,weight,0.0
hospital_id,albumin_apache,0.0
hospital_id,apache_2_diagnosis,0.0
hospital_id,apache_3j_diagnosis,0.0
hospital_id,apache_post_operative,0.0
hospital_id,arf_apache,2.220446049250313e-16
hospital_id,bilirubin_apache,0.0
hospital_id,bun_apache,0.03900999779733594
hospital_id,creatinine_apache,0.031475993309093564
hospital_id,fio2_apache,0.0
hospital_id,gcs_eyes_apache,0.0
hospital_id,gcs_motor_apache,0.021550105204569014
hospital_id,gcs_unable_apache,0.0
hospital_id,gcs_verbal_apache,0.0
hospital_id,glucose_apache,0.0
hospital_id,heart_rate_apache,0.0797621583900443
hospital_id,hematocrit_apache,0.0
hospital_id,intubated_apache,0.008454783754200612
hospital_id,map_apache,0.0
hospital_id,paco2_apache,0.13066488497098572
hospital_id,paco2_for_ph_apache,0.13949127129684502
hospital_id,pao2_apache,0.0
hospital_id,ph_apache,0.0
hospital_id,resprate_apache,0.0
hospital_id,sodium_apache,0.0
hospital_id,temp_apache,0.0
hospital_id,urineoutput_apache,0.0
hospital_id,ventilated_apache,0.0
hospital_id,wbc_apache,0.01617440308852336
hospital_id,d1_diasbp_invasive_max,0.028026424144431683
hospital_id,d1_diasbp_invasive_min,0.0
hospital_id,d1_diasbp_max,0.08024095419987542
hospital_id,d1_diasbp_min,0.024639769856786398
hospital_id,d1_diasbp_noninvasive_max,0.07896695010971078
hospital_id,d1_diasbp_noninvasive_min,0.0022818598708180815
hospital_id,d1_heartrate_max,0.014974689736900082
hospital_id,d1_heartrate_min,0.14365980413742374
hospital_id,d1_mbp_invasive_max,0.13140010164136662
hospital_id,d1_mbp_invasive_min,0.038686756728137706
hospital_id,d1_mbp_max,0.0
hospital_id,d1_mbp_min,0.0
hospital_id,d1_mbp_noninvasive_max,0.0
hospital_id,d1_mbp_noninvasive_min,0.0
hospital_id,d1_resprate_max,0.0
hospital_id,d1_resprate_min,0.0
hospital_id,d1_spo2_max,0.045280570542397314
hospital_id,d1_spo2_min,0.02521816974951241
hospital_id,d1_sysbp_invasive_max,0.10851189394572014
hospital_id,d1_sysbp_invasive_min,0.0
hospital_id,d1_sysbp_max,0.0
hospital_id,d1_sysbp_min,0.0
hospital_id,d1_sysbp_noninvasive_max,0.0017518435261534293
hospital_id,d1_sysbp_noninvasive_min,0.0
hospital_id,d1_temp_max,0.0
hospital_id,d1_temp_min,0.0
hospital_id,h1_diasbp_invasive_max,0.016918840209161345
hospital_id,h1_diasbp_invasive_min,0.010384345969089104
hospital_id,h1_diasbp_max,0.13209148158842288
hospital_id,h1_diasbp_min,0.0
hospital_id,h1_diasbp_noninvasive_max,0.10209821032471078
hospital_id,h1_diasbp_noninvasive_min,0.0
hospital_id,h1_heartrate_max,0.0
hospital_id,h1_heartrate_min,0.018989329076701367
hospital_id,h1_mbp_invasive_max,0.17726099737759782
hospital_id,h1_mbp_invasive_min,0.15873142783523386
hospital_id,h1_mbp_max,0.0
hospital_id,h1_mbp_min,0.0
hospital_id,h1_mbp_noninvasive_max,0.0
hospital_id,h1_mbp_noninvasive_min,0.0
