x,y,v
age,hospital_death,0.021817042852796842
h1_potassium_max,h1_glucose_max,1.204670268103753
h1_potassium_max,d1_sodium_min,0.03188936233867423
h1_potassium_max,d1_wbc_max,0.14820953977658702
h1_potassium_max,d1_wbc_min,0.15325497882689731
h1_potassium_max,h1_albumin_max,1.131885390597549
h1_potassium_max,h1_albumin_min,1.1673040907612604
h1_potassium_max,h1_bilirubin_max,0.8801307196268953
h1_potassium_max,h1_bilirubin_min,0.9009696539705727
h1_potassium_max,h1_bun_max,1.5425554922055005
h1_potassium_max,h1_bun_min,1.561396791578364
h1_potassium_max,h1_calcium_max,1.402220945256059
h1_potassium_max,h1_calcium_min,1.3844785709471603
h1_potassium_max,h1_creatinine_max,1.9376276121747282
h1_potassium_max,h1_creatinine_min,1.9604434141533242
h1_potassium_max,h1_glucose_min,1.1881027254729277
h1_potassium_max,d1_potassium_min,0.16297043716404547
h1_potassium_max,h1_hco3_max,1.143251660553601
h1_potassium_max,h1_hco3_min,1.143713805763523
h1_potassium_max,h1_hemaglobin_max,1.5482100675003134
h1_potassium_max,h1_hemaglobin_min,1.502087874879567
h1_potassium_max,h1_hematocrit_max,1.8526571126850637
h1_potassium_max,h1_hematocrit_min,1.816534621138616
h1_potassium_max,h1_inr_max,0.6679794391804568
h1_potassium_max,h1_inr_min,0.6049771843822023
h1_potassium_max,h1_lactate_max,1.477913471367946
h1_potassium_max,h1_lactate_min,1.462725884733826
h1_potassium_max,h1_platelets_max,2.0272917891152846
h1_potassium_max,h1_platelets_min,2.008931628534268
h1_potassium_min,hospital_death,0.006305511860746682
h1_potassium_max,d1_sodium_max,0.055479449955107896
h1_potassium_max,d1_potassium_max,0.20587268969053518
h1_potassium_min,bmi,0.054730148924687416
h1_potassium_max,d1_creatinine_max,0.13376129925832903
h1_potassium_max,h1_sysbp_min,0.10370420209547282
h1_potassium_max,h1_sysbp_noninvasive_max,0.03896987471416269
h1_potassium_max,h1_sysbp_noninvasive_min,0.0918889152087563
h1_potassium_max,h1_temp_max,0.14429316711761597
h1_potassium_max,h1_temp_min,0.13992487119346242
h1_potassium_max,d1_albumin_max,0.40378191991989576
h1_potassium_max,d1_albumin_min,0.42920315152183175
h1_potassium_max,d1_bilirubin_max,0.34515541412547357
h1_potassium_max,d1_bilirubin_min,0.36287333511997044
h1_potassium_max,d1_bun_max,0.08182845122633875
h1_potassium_max,d1_bun_min,0.08782699406860761
h1_potassium_max,d1_calcium_max,0.08972953507984549
h1_potassium_max,d1_calcium_min,0.0994647015979293
h1_potassium_max,d1_creatinine_min,0.1448955139155106
h1_potassium_max,d1_platelets_min,0.1215260287864326
h1_potassium_max,d1_glucose_max,0.05768551909313491
h1_potassium_max,d1_glucose_min,0.04784518175855679
h1_potassium_max,d1_hco3_max,0.06305597931808427
h1_potassium_max,d1_hco3_min,0.04182278156445385
h1_potassium_max,d1_hemaglobin_max,0.09954371971470222
h1_potassium_max,d1_hemaglobin_min,0.08719103513990722
h1_potassium_max,d1_hematocrit_max,0.06792797250648963
h1_potassium_max,d1_hematocrit_min,0.10744786423232577
h1_potassium_max,d1_inr_max,0.6793835388559555
h1_potassium_max,d1_inr_min,0.6376030355156952
h1_potassium_max,d1_lactate_max,0.9470896102608628
h1_potassium_max,d1_lactate_min,0.9235151608140764
h1_potassium_max,d1_platelets_max,0.17784970326659844
h1_potassium_min,age,0.0
h1_potassium_min,elective_surgery,0.0
h1_potassium_min,d1_temp_min,0.04385611162193204
h1_potassium_min,d1_mbp_invasive_min,0.9897117536047739
h1_potassium_min,temp_apache,0.013371807745788278
h1_potassium_min,urineoutput_apache,0.764773941582968
h1_potassium_min,ventilated_apache,0.013453548183544939
h1_potassium_min,wbc_apache,0.24427305261596688
h1_potassium_min,d1_diasbp_invasive_max,1.1818142318468534
h1_potassium_min,d1_diasbp_invasive_min,1.0036401551469725
h1_potassium_min,d1_diasbp_max,0.027779337139263838
h1_potassium_min,d1_diasbp_min,0.0
h1_potassium_min,d1_diasbp_noninvasive_max,0.018585778070959513
h1_potassium_min,d1_diasbp_noninvasive_min,0.015186754209390863
h1_potassium_min,d1_heartrate_max,0.0
h1_potassium_min,d1_heartrate_min,0.0
h1_potassium_min,d1_mbp_invasive_max,1.310261188630514
h1_potassium_min,d1_mbp_max,0.0
h1_potassium_min,resprate_apache,0.0
h1_potassium_min,d1_mbp_min,0.011985705227885113
h1_potassium_min,d1_mbp_noninvasive_max,0.013602648390394378
h1_potassium_min,d1_mbp_noninvasive_min,0.0
h1_potassium_min,d1_resprate_max,0.0
h1_potassium_min,d1_resprate_min,0.0
h1_potassium_min,d1_spo2_max,0.016230264005224093
h1_potassium_min,d1_spo2_min,0.009277078856690046
h1_potassium_min,d1_sysbp_invasive_max,1.2816661235501696
h1_potassium_min,d1_sysbp_invasive_min,1.2313701576899567
h1_potassium_min,d1_sysbp_max,0.00940736916063134
h1_potassium_min,d1_sysbp_min,0.0
h1_potassium_min,d1_sysbp_noninvasive_max,0.009889883771903918
h1_potassium_min,d1_sysbp_noninvasive_min,0.0
h1_potassium_min,sodium_apache,0.08982627348061145
h1_potassium_min,ph_apache,1.206780238757717
h1_potassium_min,ethnicity,0.005491696830623175
h1_potassium_min,bilirubin_apache,0.4641510982664787
h1_potassium_min,gender,0.008612471737345917
h1_potassium_min,height,0.0
h1_potassium_min,hospital_admit_source,0.006599155078518971
h1_potassium_min,icu_admit_source,0.0026679398481979618
h1_potassium_min,icu_stay_type,0.005854766274399415
h1_potassium_min,icu_type,0.008725336899317477
h1_potassium_min,pre_icu_los_days,0.0
h1_potassium_min,weight,0.04436471419202137
h1_potassium_min,albumin_apache,0.48812465767580493
h1_potassium_min,apache_2_diagnosis,0.035203311785221736
h1_potassium_min,apache_3j_diagnosis,0.06506557111070466
h1_potassium_min,apache_post_operative,0.01276034920652247
h1_potassium_min,arf_apache,0.0
h1_potassium_min,bun_apache,0.13654064642208308
h1_potassium_min,pao2_apache,1.422732481124077
h1_potassium_min,creatinine_apache,0.19424872797543946
h1_potassium_min,fio2_apache,0.5129314159245331
h1_potassium_min,gcs_eyes_apache,0.010859519223132661
h1_potassium_min,gcs_motor_apache,0.0
